Category,Class Level,Difficulty,Task Name,Passage/Content/Problem,Questions/Options/Answers
Writing,5,Medium,Health is Wealth,Eating junk food makes us lazy and sick. Eating vegetables and playing sports makes us strong.,
Writing,5,Medium,If Animals Could Talk,"Imagine a world where dogs, cats, and birds could speak human languages.",
Writing,5,Medium,Helen Keller,"Helen Keller was born in 1880. When she was a young child, she became blind and deaf. She could not see or hear. She was often angry. Then, a teacher named Anne Sullivan came to help her. Anne taught Helen how to spell words with her fingers. This changed her life completely.",
Writing,6,Medium,Friendship vs Bullying,True friends support each other. Bullies try to make others feel small.,
Writing,6,Medium,Components of Food,"Our food consists of several components. The major nutrients are carbohydrates, proteins, fats, vitamins, and minerals. In addition, food also contains dietary fibre and water. Carbohydrates and fats mainly provide energy to our body. Proteins are needed for the growth and repair of our body.",
Writing,6,Medium,Ancient Civilizations,"People in the past lived near rivers, like the Indus Valley Civilization. They built planned cities and had drainage systems.",
Writing,6,Medium,The Water Cycle,"Water evaporates from the sea, forms clouds, falls as rain, and flows back to the sea. This cycle never stops.",
Writing,6,Medium,Unity in Diversity,"India is a land of many languages, religions, and cultures. Yet, we stand together as one nation.",
Writing,6,Medium,A Railway Journey,"Travelling by train is exciting. The scenery changes from cities to fields, and you meet many people.",
Writing,7,Medium,Equality in Democracy,"In a democracy, every citizen is equal before the law, regardless of religion, caste, or gender.",
Writing,7,Medium,Online vs Offline Classes,"During the pandemic, we had online classes. Now we are back in school. Both have advantages and disadvantages.",
Writing,7,Medium,Digestive System,Digestion begins in the mouth and ends in the intestines. The stomach uses acid to break down food.,
Writing,7,Medium,The Mughal Empire,Akbar was known for his tolerance and administrative skills. Aurangzeb was known for his expansion but also strict policies.,
Writing,7,Medium,Global Warming,The Earth is getting hotter because of pollution and greenhouse gases. This is causing ice to melt and sea levels to rise.,
Writing,7,Medium,Our Environment,"The place, people, things, and nature that surround any living organism is called the environment. It is a combination of natural and human-made components. The natural environment includes the lithosphere, hydrosphere, atmosphere, and biosphere. The lithosphere is the solid crust or the hard top layer of the Earth.",
Writing,8,Hard,Revolt of 1857,"The Revolt of 1857 was the first major uprising against British rule. Soldiers, farmers, and kings fought together.",
Writing,8,Hard,Conservation of Plants,Deforestation destroys the homes of animals and reduces oxygen. We need to conserve our forests.,
Writing,8,Hard,The Justice System,"The police investigate crimes, but the courts decide if a person is guilty or innocent based on evidence.",
Writing,8,Hard,Technology Addiction,Teenagers spend hours on phones playing games and using social media. This affects their studies and health.,
Writing,8,Hard,A Sci-Fi Adventure,Humans have colonized Mars. You are a student living in a glass dome on the Red Planet.,
Writing,8,Hard,East India Company,"The East India Company arrived in 1600, acquiring a charter from Queen Elizabeth I of England, granting it the sole right to trade with the East. Its primary interest was trade, not territory. However, conflicts over trade concessions and fortifications eventually led to political interference. The Battle of Plassey in 1757 marked the first major victory for the Company in India.",
Writing,9,Hard,Newton's Laws,Newton's First Law states that an object at rest stays at rest unless acted upon by a force. This is inertia.,
Writing,9,Hard,The French Revolution,"The French Revolution in 1789 raised the slogans of Liberty, Equality, and Fraternity.",
Writing,9,Hard,The Happy Prince,"In the story ""The Happy Prince,"" the statue gives away his gold and jewels to help the poor.",
Writing,9,Hard,Poverty as a Challenge,"Poverty is not just lack of money. It also means lack of education, health, and clean water.",
Writing,9,Hard,Law of Conservation of Mass,"The law of conservation of mass states that mass can neither be created nor destroyed in a chemical reaction. This means that in any chemical reaction, the total mass of the reactants must be equal to the total mass of the products. For example, if 12 grams of carbon react completely with 32 grams of oxygen, exactly 44 grams of carbon dioxide will be formed.",
Writing,9,Hard,Matter in Surroundings,"Matter exists in three states: solid, liquid, and gas. They can change from one state to another.",
Writing,10,Hard,The Human Eye,The human eye acts like a camera. It has a lens that focuses light onto the retina.,
Writing,10,Hard,Resource Development,"Resources are gifts of nature, but human activities are depleting them. Sustainable development is the need of the hour.",
Writing,10,Hard,A Letter to God,"In the story ""A Letter to God,"" Lencho has immense faith. He writes a letter to God asking for money.",
Writing,10,Hard,Power Sharing,Belgium solved its ethnic conflict by sharing power between communities. Sri Lanka faced a civil war because it did not.,
Writing,10,Hard,Nationalism in India,Gandhi's idea of Satyagraha emphasized the power of truth and non-violence against the British.,
Writing,10,Hard,Three Sectors of Economy,"We can classify economic activities into three different sectors. The primary sector includes agriculture, forestry, and fishing, as it involves the direct use of natural resources. The secondary sector covers activities where natural products are changed into other forms through manufacturing; this is also called the industrial sector. The tertiary sector consists of activities that support the primary and secondary sectors, such as transportation, banking, and teaching.",
Writing,11,Hard,Measurement in Physics,"Measurement is the foundation of all experimental science and technology. To measure any physical quantity, we compare it with a basic, internationally accepted reference standard called a unit. The result of a measurement is expressed as a numerical value accompanied by the unit. The units for fundamental quantities like length, mass, and time are called fundamental units. For example, the SI unit for length is the metre (m) and for mass is the kilogram (kg).",
Writing,11,Hard,Structure of Atom,Bohr's model of the atom improved upon Rutherford's model. It introduced the concept of discrete energy orbits.,
Writing,11,Hard,Business Ethics,"Business is not just about profit. It also has a responsibility towards society, employees, and the environment.",
Writing,11,Hard,Psychology as a Science,"Psychology is the scientific study of mental processes, experiences, and behaviors.",
Writing,11,Hard,Constitution: Why and How?,The Indian Constitution is a living document. It was drafted by the Constituent Assembly after long debates.,
Writing,11,Hard,The Portrait of a Lady,Khushwant Singh describes his grandmother as deeply religious and traditional. Their relationship changes as he grows up.,
Writing,12,Hard,The Fall of the Berlin Wall,"The Berlin Wall, which had symbolised the division between the capitalist and the communist worlds, was felled by the people in November 1989. This event was followed by the disintegration of the Soviet Union itself, which formally ended the Cold War. The internal weaknesses of the Soviet economic and political system, combined with the reforms (perestroika and glasnost) introduced by Mikhail Gorbachev, led to this collapse. This marked the end of bipolarity in global politics.",
Writing,12,Hard,The Last Lesson,"In ""The Last Lesson,"" the teacher M. Hamel says that French is the most beautiful language. The story highlights linguistic chauvinism.",
Writing,12,Hard,Cold War Era,The Cold War was not a direct war but an ideological conflict between the US and the USSR. It divided the world into two blocs.,
Writing,12,Hard,DNA Fingerprinting,DNA fingerprinting is a technique used to identify individuals based on their unique DNA profiles. It is used in forensics.,
Writing,12,Hard,Macroeconomics,The Great Depression of 1929 changed the way economists looked at the economy. It led to the rise of Keynesian economics.,
Writing,12,Hard,Indigo Movement,Gandhi's Champaran Satyagraha was for the sharecroppers. It was his first civil disobedience movement in India.,
Reading Comprehension,1,Easy,The Mystery of the Blue Hat,Tom lost his blue hat. He looked under the bed. It was on the dog!,"Q1: What did Tom lose? (Options: [""red shoe"", ""blue hat"", ""green ball"", ""yellow sock""], Ans: blue hat)
Q2: Where did he find it? (Options: [""on the dog"", ""in the box"", ""on the chair"", ""in the car""], Ans: on the dog)
Q3: What color was the hat? (Type: text)"
Reading Comprehension,1,Easy,The Dancing Frog,A green frog sits on a log. It jumps high. It likes to dance in the rain.,"Q1: What color is the frog? (Options: [""green"", ""brown"", ""red"", ""blue""], Ans: green)
Q2: What does the frog like to do? (Options: [""sleep"", ""dance"", ""eat"", ""cry""], Ans: dance)
Q3: Where does the frog sit? (Type: text)"
Reading Comprehension,1,Easy,The Secret Cookie Jar,Mom has a big jar. It has cookies inside. I eat one cookie. It is yummy.,"Q1: What is inside the jar? (Options: [""toys"", ""cookies"", ""apples"", ""milk""], Ans: cookies)
Q2: How does the cookie taste? (Options: [""yummy"", ""bad"", ""sour"", ""hot""], Ans: yummy)
Q3: Who has the big jar? (Type: text)"
Reading Comprehension,1,Easy,The Sleepy Sun,The sun goes down. The moon comes up. The stars shine. It is time to sleep.,"Q1: What comes up when the sun goes down? (Options: [""the moon"", ""the bird"", ""the cloud"", ""the rain""], Ans: the moon)
Q2: What do the stars do? (Options: [""run"", ""jump"", ""shine"", ""sing""], Ans: shine)
Q3: Is it time to play or sleep? (Type: text)"
Reading Comprehension,1,Easy,The Red Bus Adventure,The bus is red. It goes beep beep. We go to school on the bus.,"Q1: What color is the bus? (Options: [""blue"", ""red"", ""yellow"", ""white""], Ans: red)
Q2: Where does the bus go? (Options: [""zoo"", ""park"", ""school"", ""shop""], Ans: school)
Q3: What sound does the bus make? (Type: text)"
Reading Comprehension,2,Easy,The Golden Key,Mia found a shiny golden key in the grass. She tried it on a small box. The box opened and she saw a toy bear inside.,"Q1: What did Mia find? (Options: [""a silver coin"", ""a golden key"", ""a blue ring"", ""a red stone""], Ans: a golden key)
Q2: What was inside the box? (Options: [""a toy bear"", ""a puppy"", ""money"", ""candy""], Ans: a toy bear)
Q3: Where did she find the key? (Type: text)"
Reading Comprehension,2,Easy,The Brave Little Ant,An ant saw a big crumb of bread. It was too heavy. He called his friends. Together they carried it home.,"Q1: What did the ant find? (Options: [""a leaf"", ""a crumb of bread"", ""a seed"", ""a berry""], Ans: a crumb of bread)
Q2: How did they carry the crumb? (Options: [""alone"", ""with a car"", ""together"", ""with a machine""], Ans: together)
Q3: Why couldn't the ant carry it alone? (Type: text)"
Reading Comprehension,2,Easy,The Missing Shoe Case,Sam put his shoes by the door. One shoe ran away! The puppy had it in the garden. Sam laughed.,"Q1: Who took the shoe? (Options: [""the cat"", ""mom"", ""the puppy"", ""dad""], Ans: the puppy)
Q2: Where did Sam put his shoes initially? (Options: [""by the door"", ""on the bed"", ""in the box"", ""on the roof""], Ans: by the door)
Q3: How did Sam feel when he found the shoe? (Type: text)"
Reading Comprehension,2,Easy,The Cloud That Looked Like a Sheep,Look at the sky. That white cloud looks like a fluffy sheep. Now it is moving. It looks like a car now!,"Q1: What animal did the cloud look like first? (Options: [""a dog"", ""a sheep"", ""a tiger"", ""a bird""], Ans: a sheep)
Q2: What color is the cloud? (Options: [""black"", ""blue"", ""white"", ""grey""], Ans: white)
Q3: What did the cloud look like after it moved? (Type: text)"
Reading Comprehension,2,Easy,The Night Owl's Song,"The owl sleeps all day. At night, he wakes up. He sits in the tree and sings ""Hoot Hoot"". He watches the moon.","Q1: When does the owl wake up? (Options: [""morning"", ""afternoon"", ""night"", ""noon""], Ans: night)
Q2: What sound does the owl make? (Options: [""meow"", ""woof"", ""hoot hoot"", ""chirp""], Ans: hoot hoot)
Q3: What does the owl watch? (Type: text)"
Reading Comprehension,3,Medium,The Kite Festival,"On Makar Sankranti, the sky is full of kites. Raju has a blue kite. He cuts the string of a red kite. Everyone shouts ""Kai Po Che!""","Q1: What festival is mentioned? (Options: [""Diwali"", ""Holi"", ""Makar Sankranti"", ""Eid""], Ans: Makar Sankranti)
Q2: What happens to the red kite? (Options: [""it flies higher"", ""its string is cut"", ""it lands on a tree"", ""it wins""], Ans: its string is cut)
Q3: What color is Raju's kite? (Type: text)"
Reading Comprehension,3,Medium,The Library Ghost,"The library was quiet. Suddenly, a book fell off the shelf. Was it a ghost? No, it was just the library cat, Whiskers, jumping down.","Q1: What made the noise in the library? (Options: [""a ghost"", ""the wind"", ""Whiskers the cat"", ""a mouse""], Ans: Whiskers the cat)
Q2: Who is Whiskers? (Options: [""the librarian"", ""a student"", ""the library cat"", ""a ghost""], Ans: the library cat)
Q3: Where did the book fall from? (Type: text)"
Reading Comprehension,3,Medium,The Boy Who Cried Wolf,"A shepherd boy tricked the villagers by shouting ""Wolf!"" when there was no wolf. When a real wolf came, nobody believed him.","Q1: Why did the boy shout ""Wolf!"" the first time? (Options: [""to trick the villagers"", ""he saw a wolf"", ""he was scared"", ""he was hungry""], Ans: to trick the villagers)
Q2: What happened when the real wolf came? (Options: [""they saved him"", ""nobody believed him"", ""they ran away"", ""they laughed""], Ans: nobody believed him)
Q3: What is the lesson of the story? (Type: text)"
Reading Comprehension,3,Medium,The Seed's Journey,"A tiny seed fell on the ground. The rain watered it. The sun warmed it. Soon, a little green shoot popped up. It grew into a big flower.","Q1: What two things helped the seed grow? (Options: [""wind and fire"", ""rain and sun"", ""snow and ice"", ""rocks and sand""], Ans: rain and sun)
Q2: What did the seed become? (Options: [""a tree"", ""a flower"", ""a fruit"", ""a weed""], Ans: a flower)
Q3: What popped up first? (Type: text)"
Reading Comprehension,3,Medium,The Honest Woodcutter,"A woodcutter dropped his axe in the river. A fairy showed him a gold axe. ""No,"" he said. She showed a silver axe. ""No,"" he said. She showed his iron axe. ""Yes!"" he said.","Q1: Which axe belonged to the woodcutter? (Options: [""gold axe"", ""silver axe"", ""iron axe"", ""diamond axe""], Ans: iron axe)
Q2: Why did the fairy show the gold axe first? (Options: [""to test his honesty"", ""she made a mistake"", ""she didn't have the iron one"", ""it was prettier""], Ans: to test his honesty)
Q3: What quality did the woodcutter show? (Type: text)"
Reading Comprehension,4,Medium,The Hidden Treasure Map,"In the old trunk, Aryan found a map. It showed a path to the big oak tree. He dug near the roots and found a tin box full of old coins.","Q1: Where did Aryan find the map? (Options: [""under the bed"", ""in an old trunk"", ""in a book"", ""at school""], Ans: in an old trunk)
Q2: What was inside the tin box? (Options: [""candy"", ""toys"", ""old coins"", ""nothing""], Ans: old coins)
Q3: Where did the map lead? (Type: text)"
Reading Comprehension,4,Medium,The Great Barrier Reef,The Great Barrier Reef is in Australia. It is made of coral. Many colorful fish live there. It is so big you can see it from space.,"Q1: Where is the Great Barrier Reef? (Options: [""India"", ""USA"", ""Australia"", ""Africa""], Ans: Australia)
Q2: What is the reef made of? (Options: [""rocks"", ""coral"", ""sand"", ""wood""], Ans: coral)
Q3: What is a unique fact about its size? (Type: text)"
Reading Comprehension,4,Medium,Brave Rani of Jhansi,"Rani Lakshmibai was a brave queen. She fought against the British to save her kingdom, Jhansi. She rode a horse with her son tied to her back.","Q1: What kingdom did she protect? (Options: [""Delhi"", ""Jhansi"", ""Mumbai"", ""Pune""], Ans: Jhansi)
Q2: How did she carry her son? (Options: [""in a basket"", ""tied to her back"", ""in a carriage"", ""she left him""], Ans: tied to her back)
Q3: Who did she fight against? (Type: text)"
Reading Comprehension,4,Medium,The Thirsty Crow Solves a Puzzle,"A crow was thirsty. He found a pot with little water. He couldn't reach it. He dropped stones into the pot. The water rose up, and he drank it.","Q1: Why couldn't the crow drink at first? (Options: [""water was too hot"", ""water was too low"", ""pot was closed"", ""he wasn't thirsty""], Ans: water was too low)
Q2: What did the crow drop into the pot? (Options: [""leaves"", ""stones"", ""sand"", ""wood""], Ans: stones)
Q3: What happened when stones were added? (Type: text)"
Reading Comprehension,4,Medium,The Space Station Home,"Astronauts live on the Space Station. There is no gravity, so they float. They sleep in sleeping bags tied to the wall so they don't float away.","Q1: Why do astronauts float? (Options: [""because of wind"", ""because of no gravity"", ""because of magic"", ""because they jump""], Ans: because of no gravity)
Q2: How do they sleep? (Options: [""in beds"", ""in chairs"", ""tied to the wall"", ""on the floor""], Ans: tied to the wall)
Q3: Where do the astronauts live? (Type: text)"
Reading Comprehension,5,Medium,Thomas Edison's Light,"Thomas Edison failed many times before he made the light bulb work. He said, ""I have not failed. I've just found 10,000 ways that won't work.""","Q1: What did Edison invent mentioned here? (Options: [""telephone"", ""car"", ""light bulb"", ""radio""], Ans: light bulb)
Q2: How did he view his failures? (Options: [""as mistakes"", ""as learning steps"", ""as a waste of time"", ""as sad moments""], Ans: as learning steps)
Q3: What is the main lesson from Edison? (Type: text)"
Reading Comprehension,5,Medium,The Message in a Bottle,"Tara found a glass bottle on the beach. Inside was a paper. It said, ""Hello from Brazil!"" It had traveled across the ocean for two years.","Q1: What did Tara find inside the bottle? (Options: [""gold"", ""a map"", ""a message"", ""sand""], Ans: a message)
Q2: Where was the message from? (Options: [""India"", ""Brazil"", ""China"", ""USA""], Ans: Brazil)
Q3: How long had the bottle traveled? (Type: text)"
Reading Comprehension,5,Medium,The Village of No Rain,"The village was dry. The wells were empty. The villagers decided to plant trees on the hills. Years later, the trees brought rain back to the village.","Q1: Why was the village in trouble? (Options: [""floods"", ""no rain"", ""too much wind"", ""fire""], Ans: no rain)
Q2: What solution did they find? (Options: [""built a dam"", ""planted trees"", ""moved away"", ""bought water""], Ans: planted trees)
Q3: What happened after years? (Type: text)"
Reading Comprehension,5,Medium,The Wright Brothers' Dream,"Orville and Wilbur Wright were brothers. They owned a bicycle shop but dreamed of flying. In 1903, they built the first successful airplane.","Q1: What shop did the brothers own? (Options: [""car shop"", ""bicycle shop"", ""toy shop"", ""book shop""], Ans: bicycle shop)
Q2: What was their big dream? (Options: [""to drive fast"", ""to sail"", ""to fly"", ""to swim""], Ans: to fly)
Q3: In which year did they succeed? (Type: text)"
Reading Comprehension,5,Medium,The Bamboo Forest Mystery,"Bamboo grows very fast. Some bamboo can grow one meter in a day! Pandas love to eat bamboo leaves. It is a grass, not a tree.","Q1: What is a surprising fact about bamboo growth? (Options: [""it grows slow"", ""it grows one meter a day"", ""it never grows"", ""it shrinks""], Ans: it grows one meter a day)
Q2: What animal loves bamboo? (Options: [""lion"", ""panda"", ""tiger"", ""wolf""], Ans: panda)
Q3: Is bamboo a tree or a grass? (Type: text)"
Reading Comprehension,6,Medium,The Desert Ship,The camel is called the ship of the desert. It has a hump to store fat. Its wide feet stop it from sinking into the hot sand. It can go days without water.,"Q1: Why is the camel called the ship of the desert? (Options: [""it swims"", ""it carries people across sand"", ""it looks like a boat"", ""it is blue""], Ans: it carries people across sand)
Q2: What is stored in the camel's hump? (Options: [""water"", ""milk"", ""fat"", ""blood""], Ans: fat)
Q3: How do its feet help? (Type: text)"
Reading Comprehension,6,Medium,The Riddle of the Sphinx,"The Sphinx asked travelers: ""What walks on four legs in the morning, two at noon, and three in the evening?"" Oedipus answered: ""Man."" The Sphinx was defeated.","Q1: Who answered the riddle correctly? (Options: [""Hercules"", ""Oedipus"", ""Zeus"", ""Apollo""], Ans: Oedipus)
Q2: What is the answer to the riddle? (Options: [""The Sun"", ""Man"", ""A Dog"", ""Time""], Ans: Man)
Q3: What does ""three legs in the evening"" represent? (Type: text)"
Reading Comprehension,6,Medium,The Invention of Zero,"Long ago, people struggled to calculate large numbers. Ancient Indian mathematician Aryabhata is credited with the concept of zero, which changed mathematics forever.","Q1: Who is credited with the concept of zero? (Options: [""Newton"", ""Einstein"", ""Aryabhata"", ""Pythagoras""], Ans: Aryabhata)
Q2: How did zero change mathematics? (Options: [""made it harder"", ""made it easier to calculate"", ""stopped it"", ""confused people""], Ans: made it easier to calculate)
Q3: Where was the mathematician from? (Type: text)"
Reading Comprehension,6,Medium,The Life of a Butterfly,"A butterfly starts as an egg. It hatches into a caterpillar. The caterpillar eats leaves and makes a cocoon. Inside, it changes and comes out as a butterfly.","Q1: What hatches from the egg? (Options: [""a fly"", ""a caterpillar"", ""a worm"", ""a spider""], Ans: a caterpillar)
Q2: What does the caterpillar make? (Options: [""a nest"", ""a web"", ""a cocoon"", ""a hole""], Ans: a cocoon)
Q3: What is this process of change called? (Type: text)"
Reading Comprehension,6,Medium,The Trojan Horse Trick,"The Greeks could not enter Troy. They built a giant wooden horse and hid soldiers inside. The Trojans pulled it into the city, thinking it was a gift. At night, the soldiers came out.","Q1: Why did the Greeks build the horse? (Options: [""to ride away"", ""to hide soldiers"", ""as a real gift"", ""for decoration""], Ans: to hide soldiers)
Q2: Who was hiding inside the horse? (Options: [""Greeks"", ""Trojans"", ""Horses"", ""Kings""], Ans: Greeks)
Q3: What mistake did the Trojans make? (Type: text)"
Reading Comprehension,7,Hard,Sherlock Holmes' Deduction,"Sherlock looked at the muddy boots. ""You have been to the countryside,"" he said to Watson. ""And you walked through red clay."" Watson was amazed at how the detective noticed every detail.","Q1: How did Sherlock know Watson was in the country? (Options: [""he saw him"", ""muddy boots with red clay"", ""Watson told him"", ""he guessed""], Ans: muddy boots with red clay)
Q2: What specific detail did he notice? (Options: [""red clay"", ""black dust"", ""wet sand"", ""green grass""], Ans: red clay)
Q3: What skill is Sherlock Holmes famous for? (Type: text)"
Reading Comprehension,7,Hard,The Titanic Tragedy,"The Titanic was called ""unsinkable."" In 1912, on its first voyage, it hit an iceberg in the Atlantic Ocean. It did not have enough lifeboats for everyone.","Q1: What was the Titanic called? (Options: [""The Fast Ship"", ""The Unsinkable"", ""The Giant"", ""The Iron Lady""], Ans: The Unsinkable)
Q2: What did the ship hit? (Options: [""a rock"", ""another ship"", ""an iceberg"", ""a whale""], Ans: an iceberg)
Q3: Why were many lives lost? (Type: text)"
Reading Comprehension,7,Hard,The Mystery of Black Holes,"A black hole is a place in space where gravity is so strong that even light cannot get out. Because no light can get out, people can't see black holes. They are invisible.","Q1: Why can't we see black holes? (Options: [""they are too far"", ""light cannot escape"", ""they are too small"", ""they are covered""], Ans: light cannot escape)
Q2: What force is very strong in a black hole? (Options: [""magnetism"", ""gravity"", ""electricity"", ""wind""], Ans: gravity)
Q3: What happens to light in a black hole? (Type: text)"
Reading Comprehension,7,Hard,The Curious Robot,"Unit 734 was a robot designed to clean. One day, it stopped cleaning and picked up a flower. ""Beautiful,"" it beeped. The engineers were shocked; robots weren't supposed to feel.","Q1: What was Unit 734 designed to do? (Options: [""fight"", ""cook"", ""clean"", ""drive""], Ans: clean)
Q2: Why were the engineers shocked? (Options: [""it broke"", ""it felt emotion"", ""it was fast"", ""it slept""], Ans: it felt emotion)
Q3: What object did the robot pick up? (Type: text)"
Reading Comprehension,7,Hard,The Amazon Rainforest,"The Amazon is the world's largest tropical rainforest. It is often called the ""lungs of the Earth"" because it produces 20% of the world's oxygen. However, deforestation is a major threat.","Q1: Why is the Amazon called the ""lungs of the Earth""? (Options: [""it breathes"", ""it produces oxygen"", ""it is green"", ""it is wet""], Ans: it produces oxygen)
Q2: What is the major threat mentioned? (Options: [""fire"", ""rain"", ""deforestation"", ""animals""], Ans: deforestation)
Q3: How much of the world's oxygen does it produce? (Type: text)"
Reading Comprehension,8,Hard,Tom Sawyer's Fence,Tom had to whitewash a fence. He hated work. He pretended it was fun. His friends begged to help and even paid him with marbles to let them paint. Tom became rich without working.,"Q1: What task did Tom have to do? (Options: [""paint a house"", ""wash a car"", ""whitewash a fence"", ""clean his room""], Ans: whitewash a fence)
Q2: How did he get his friends to do the work? (Options: [""he paid them"", ""he pretended it was fun"", ""he forced them"", ""he cried""], Ans: he pretended it was fun)
Q3: What did the friends give him? (Type: text)"
Reading Comprehension,8,Hard,The Diary of Anne Frank,"Anne Frank was a Jewish girl hiding from the Nazis. She kept a diary named ""Kitty."" Her writing gives us a powerful look into the life of people during World War II.","Q1: What was the name of Anne's diary? (Options: [""Deary"", ""Kitty"", ""Sarah"", ""Rose""], Ans: Kitty)
Q2: Why was she hiding? (Options: [""from the police"", ""from the Nazis"", ""from a storm"", ""from school""], Ans: from the Nazis)
Q3: Which war is the setting of her diary? (Type: text)"
Reading Comprehension,8,Hard,The Industrial Revolution,"Before the 18th century, things were made by hand. The Industrial Revolution changed that. Machines powered by steam engines began to make goods faster and cheaper in factories.","Q1: How were things made before the revolution? (Options: [""by robots"", ""by hand"", ""by magic"", ""by animals""], Ans: by hand)
Q2: What powered the new machines? (Options: [""electricity"", ""steam engines"", ""solar power"", ""wind""], Ans: steam engines)
Q3: What was the main result of this revolution? (Type: text)"
Reading Comprehension,8,Hard,Newton's Apple Moment,"Isaac Newton was sitting under an apple tree. An apple fell on his head. He wondered why it fell down, not up. This led to the discovery of the Law of Gravity.","Q1: What fell on Newton's head? (Options: [""a leaf"", ""a stone"", ""an apple"", ""a bird""], Ans: an apple)
Q2: What scientific law did this event lead to? (Options: [""Law of Motion"", ""Law of Gravity"", ""Law of Energy"", ""Law of Heat""], Ans: Law of Gravity)
Q3: What was Newton's main question? (Type: text)"
Reading Comprehension,8,Hard,The Red Planet Mars,Mars is known as the Red Planet because of iron oxide (rust) on its surface. Scientists are sending rovers like Perseverance to search for signs of ancient life.,"Q1: Why is Mars red? (Options: [""hot lava"", ""iron oxide (rust)"", ""red plants"", ""fire""], Ans: iron oxide (rust))
Q2: What is the name of the rover mentioned? (Options: [""Curiosity"", ""Perseverance"", ""Voyager"", ""Apollo""], Ans: Perseverance)
Q3: What are scientists looking for on Mars? (Type: text)"
Reading Comprehension,9,Hard,Comprehension - The Dormant Seed Speech,"In his famous speech, the leader proclaimed, ""A dream deferred is not a dream denied. It is a seed, dormant through the winter of oppression, waiting for the spring of opportunity to burst forth."" This metaphor served to galvanize his followers, transforming their feelings of impatience into a powerful sense of hope and inevitable triumph. He urged them to be the sun and rain that would nurture this seed.","Q1: What is the central metaphor used in the passage? (Options: [""a journey"", ""a battle"", ""a dormant seed"", ""a dark night""], Ans: a dormant seed)
Q2: According to the speaker, what is the ""winter of oppression""? (Options: [""a season of cold weather"", ""a time of hardship and injustice"", ""a period of rest"", ""a feeling of denial""], Ans: a time of hardship and injustice)
Q3: What effect was the leader's metaphor intended to have on his audience? (Type: text)"
Reading Comprehension,9,Hard,The Necklace Deception,"Mathilde borrowed a diamond necklace for a party and lost it. She spent ten years working to pay for a replacement. In the end, her friend told her the original necklace was fake.","Q1: What did Mathilde lose? (Options: [""a ring"", ""a diamond necklace"", ""money"", ""a watch""], Ans: a diamond necklace)
Q2: How long did she work to pay for it? (Options: [""one year"", ""five years"", ""ten years"", ""twenty years""], Ans: ten years)
Q3: What was the shocking twist at the end? (Type: text)"
Reading Comprehension,9,Hard,The Renewable Energy Shift,"Fossil fuels like coal and oil are running out and causing pollution. The world is shifting to renewable energy like solar and wind power, which are clean and infinite.","Q1: Why is the world shifting away from fossil fuels? (Options: [""they are too cheap"", ""they cause pollution and are limited"", ""they are cold"", ""they are hard to find""], Ans: they cause pollution and are limited)
Q2: Give two examples of renewable energy. (Options: [""coal and gas"", ""solar and wind"", ""nuclear and wood"", ""oil and peat""], Ans: solar and wind)
Q3: What is a benefit of renewable energy? (Type: text)"
Reading Comprehension,9,Hard,Martin Luther King's Dream,"Dr. King delivered his ""I Have a Dream"" speech in 1963. He called for an end to racism and for civil and economic rights. He dreamed of a nation where children would not be judged by the color of their skin.","Q1: What is the name of Dr. King's famous speech? (Options: [""Freedom Now"", ""I Have a Dream"", ""Civil Rights"", ""Equality""], Ans: I Have a Dream)
Q2: What was the main goal of his speech? (Options: [""end poverty"", ""end racism"", ""start a war"", ""build schools""], Ans: end racism)
Q3: How did he want children to be judged? (Type: text)"
Reading Comprehension,9,Hard,The Theory of Evolution,Charles Darwin proposed the theory of evolution by natural selection. He observed that animals with traits better suited to their environment were more likely to survive and reproduce.,"Q1: Who proposed the theory of evolution? (Options: [""Lamarck"", ""Darwin"", ""Mendel"", ""Pasteur""], Ans: Darwin)
Q2: What is the key mechanism of this theory? (Options: [""artificial selection"", ""natural selection"", ""genetic mutation"", ""cloning""], Ans: natural selection)
Q3: What happens to animals with better traits? (Type: text)"
Reading Comprehension,9,Hard,The Fall of the Berlin Wall,"For years, the Berlin Wall separated East and West Berlin. It was a symbol of the Cold War. In 1989, people from both sides climbed the wall and destroyed it, reuniting Germany.","Q1: What did the Berlin Wall separate? (Options: [""North and South"", ""East and West Berlin"", ""France and Germany"", ""Europe and Asia""], Ans: East and West Berlin)
Q2: What did the wall symbolize? (Options: [""Freedom"", ""Cold War"", ""Peace"", ""Trade""], Ans: Cold War)
Q3: In which year did the wall fall? (Type: text)"
Reading Comprehension,10,Hard,Comprehension - Automation and AI,"The rise of automation and artificial intelligence presents a complex duality in the modern economy. On one hand, it promises unprecedented efficiency, productivity gains, and the potential to solve intractable problems. On the other hand, it fuels legitimate concerns about widespread job displacement and the exacerbation of economic inequality. Navigating this transition requires a proactive, rather than reactive, approach, focusing on robust education systems, lifelong learning initiatives, and social safety nets to mitigate the disruptive consequences.","Q1: What is the main purpose of this passage? (Options: [""to argue against automation"", ""to analyze the multifaceted impact of automation"", ""to explain how artificial intelligence works"", ""to praise technological advancement""], Ans: to analyze the multifaceted impact of automation)
Q2: The author advocates for a ""proactive"" approach. What does this imply? (Options: [""waiting for problems to arise before acting"", ""acting in advance to prepare for challenges"", ""halting all technological progress"", ""ignoring the negative consequences""], Ans: acting in advance to prepare for challenges)
Q3: According to the text, what is one major negative concern associated with automation? (Type: text)"
